Kecamatan; Price ;Kamar Tidur;Kamar Mandi;Luas Tanah;Luas Bangunan;Sertifikat;Daya Listrik;Ruang Makan;Ruang Tamu;Kondisi Perabotan;Jumlah Lantai;Hadap;Terjangkau Internet;Lebar Jalan;Sumber Air;Hook;Kondisi Properti
rungkut; 1.150.000.000 ;3;2;144;144;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 1.150.000.000 ;3;2;144;144;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;1 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 1.150.000.000 ;3;2;144;144;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 1.150.000.000 ;3;2;144;144;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 1.150.000.000 ;6;2;150;170;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;2 Mobil;PAM atau PDAM;Tidak;
wiyung; 1.150.000.000 ;3;2;154;110;HGB - Hak Guna Bangunan;5500;Tidak;Tidak;Unfurnished;1;Timur;Ya;;;Tidak;Bagus
tambaksari; 1.150.000.000 ;3;2;180;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi
tambaksari; 1.150.000.000 ;3;1;180;110;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Timur;Tidak;;;Tidak;Bagus Sekali
sambikerep; 1.150.000.000 ;2;2;187;180;SHM - Sertifikat Hak Milik;1300;;;Unfurnished;1;;;;;;Bagus Sekali
tambaksari; 1.150.000.000 ;3;1;197;110;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi
wiyung; 1.150.000.000 ;3;2;200;130;SHM - Sertifikat Hak Milik;1300;;;Unfurnished;1;;;;;;Butuh Renovasi
kenjeran; 1.150.000.000 ;3;3;250;350;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;2;Utara;Tidak;2 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 1.150.000.000 ;3;3;262;190;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Bagus
rungkut; 1.170.000.000 ;4;2;66;120;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Ya;Baru
rungkut; 1.170.000.000 ;4;2;66;120;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Baru
rungkut; 1.170.000.000 ;4;2;66;120;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
rungkut; 1.170.000.000 ;4;2;66;120;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
rungkut; 1.170.000.000 ;4;2;66;120;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Ya;Baru
rungkut; 1.170.000.000 ;4;2;66;120;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Ya;Baru
rungkut; 1.170.000.000 ;4;2;66;120;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
rungkut; 1.170.000.000 ;4;2;66;120;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;;Tidak;;;Ya;Baru
rungkut; 1.170.000.000 ;4;2;66;120;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Ya;Baru
rungkut; 1.170.000.000 ;4;2;66;130;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Ya;Baru
rungkut; 1.170.000.000 ;4;2;66;120;SHM - Sertifikat Hak Milik;1300;;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Ya;Baru
rungkut; 1.170.000.000 ;3;2;66;120;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Baru
tenggilis mejoyo; 1.170.000.000 ;4;2;66;120;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Baru
rungkut; 1.170.000.000 ;3;2;69;115;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 1.170.000.000 ;3;2;69;115;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 1.170.000.000 ;4;4;69;138;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Barat;Ya;3 Mobil;;Tidak;Baru
rungkut; 1.170.000.000 ;3;2;69;115;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 1.170.000.000 ;3;2;69;115;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 1.170.000.000 ;3;3;69;130;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Barat;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 1.170.000.000 ;3;2;69;115;SHM - Sertifikat Hak Milik;1300;;Ya;Unfurnished;2;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 1.170.000.000 ;3;2;72;70;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
tandes; 1.170.000.000 ;2;2;72;72;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;
rungkut; 1.170.000.000 ;2;1;105;105;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 1.170.000.000 ;2;1;105;105;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
rungkut; 1.170.000.000 ;2;1;105;105;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
rungkut; 1.170.000.000 ;3;2;105;105;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
sukolilo; 1.170.000.000 ;2;1;105;105;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;3 Mobil;;Tidak;Sudah Renovasi
tenggilis mejoyo; 1.170.000.000 ;4;2;120;66;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Baru
pakal; 1.190.000.000 ;3;2;55;78;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
rungkut; 1.190.000.000 ;3;2;78;95;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;2 Mobil;;Tidak;Baru
sambikerep; 1.190.000.000 ;2;1;90;100;HGB - Hak Guna Bangunan;2200;;Ya;Unfurnished;1;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 1.190.000.000 ;2;2;105;80;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
sukolilo; 1.190.000.000 ;2;2;105;80;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;1 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 1.190.000.000 ;2;2;105;80;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;1 Mobil;PAM atau PDAM;Tidak;Bagus
kenjeran; 1.190.000.000 ;3;2;119;70;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
tandes; 1.100.000.000 ;2;2;48;57;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 1.100.000.000 ;3;2;50;63;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus
gubeng; 1.100.000.000 ;3;3;52;80;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;;;Tidak;;PAM atau PDAM;Tidak;Baru
rungkut; 1.100.000.000 ;3;2;55;70;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
gayungan; 1.100.000.000 ;3;2;59;110;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;;Ya;;;Tidak;Baru
benowo; 1.100.000.000 ;3;3;60;60;HGB - Hak Guna Bangunan;3500;Tidak;Tidak;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
kenjeran; 1.100.000.000 ;3;3;60;80;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 1.100.000.000 ;3;2;60;73;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 1.100.000.000 ;3;2;60;73;HGB - Hak Guna Bangunan;;;;Unfurnished;2;;;;;;Baru
tambaksari; 1.100.000.000 ;6;3;60;120;SHM - Sertifikat Hak Milik;3500;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
tambaksari; 1.100.000.000 ;2;3;66;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;2 Mobil;;Tidak;Baru
tambaksari; 1.100.000.000 ;3;2;66;100;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;2;;Tidak;3 Mobil;PAM atau PDAM;Tidak;Baru
gubeng; 1.100.000.000 ;3;3;67;120;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 1.100.000.000 ;3;3;67;120;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 1.100.000.000 ;3;3;67;120;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru
rungkut; 1.100.000.000 ;3;3;67;120;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
rungkut; 1.100.000.000 ;3;3;67;120;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Baru
rungkut; 1.100.000.000 ;3;3;67;130;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 1.100.000.000 ;3;3;67;120;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru
lakarsantri; 1.100.000.000 ;3;2;72;70;HGB - Hak Guna Bangunan;1300;Tidak;Tidak;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
pakal; 1.100.000.000 ;1;2;72;60;Lainnya (PPJB,Girik,Adat,dll);2200;Ya;Ya;Unfurnished;2;;Ya;;PAM atau PDAM;Tidak;Bagus
pakal; 1.100.000.000 ;2;2;72;71;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru
pakal; 1.100.000.000 ;2;1;72;60;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
tandes; 1.100.000.000 ;3;2;72;70;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus
tandes; 1.100.000.000 ;3;2;72;70;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
wiyung; 1.100.000.000 ;4;2;72;117;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Utara;Tidak;2 Mobil;PAM atau PDAM;Tidak;Bagus
kenjeran; 1.100.000.000 ;3;3;75;120;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Timur;Tidak;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 1.100.000.000 ;3;3;75;100;SHM - Sertifikat Hak Milik;2200;Ya;Tidak;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 1.100.000.000 ;2;1;75;100;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
rungkut; 1.100.000.000 ;3;3;75;110;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
tambaksari; 1.100.000.000 ;3;4;75;75;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Timur;Tidak;2 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 1.100.000.000 ;2;1;78;140;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Barat;Tidak;2 Mobil;PAM atau PDAM;Tidak;
tambaksari; 1.100.000.000 ;3;4;78;125;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;2;Barat;Tidak;2 Mobil;PAM atau PDAM;Tidak;
tambaksari; 1.100.000.000 ;5;2;80;80;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
pakal; 1.100.000.000 ;4;2;84;120;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
rungkut; 1.100.000.000 ;1;1;84;72;HGB - Hak Guna Bangunan;1300;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
rungkut; 1.100.000.000 ;1;1;84;72;HGB - Hak Guna Bangunan;1300;Tidak;Tidak;Unfurnished;1;Barat Laut;Tidak;2 Mobil;PAM atau PDAM;Tidak;
wonokromo; 1.100.000.000 ;7;3;84;166;SHM - Sertifikat Hak Milik;900;Ya;Ya;Unfurnished;2;Utara;Ya;1 Mobil;PAM atau PDAM;Tidak;Bagus
kenjeran; 1.100.000.000 ;3;3;85;110;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
tambaksari; 1.100.000.000 ;3;3;85;98;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
sambikerep; 1.100.000.000 ;2;1;90;60;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Ya;Bagus
sukolilo; 1.100.000.000 ;2;1;90;70;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 1.100.000.000 ;3;1;90;120;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;;Tidak;Bagus
wiyung; 1.100.000.000 ;2;2;90;96;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 1.100.000.000 ;2;1;90;115;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 1.100.000.000 ;3;1;90;120;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;;Tidak;Bagus
sukolilo; 1.100.000.000 ;3;1;91;60;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Timur;Ya;;PAM atau PDAM;Tidak;Sudah Renovasi
tambaksari; 1.100.000.000 ;2;1;91;70;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;Timur;Tidak;;;Tidak;Bagus
tambaksari; 1.100.000.000 ;3;3;92;130;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;2;Selatan;Tidak;2 Mobil;PAM atau PDAM;Tidak;Baru
tambaksari; 1.100.000.000 ;3;4;94;125;SHM - Sertifikat Hak Milik;1300;Tidak;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 1.100.000.000 ;4;2;96;96;SHM - Sertifikat Hak Milik;2200;Tidak;Ya;Unfurnished;1;Timur;Ya;1 Mobil;PAM atau PDAM;Ya;Bagus
dukuh pakis; 1.100.000.000 ;5;1;96;110;SHM - Sertifikat Hak Milik;900;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 1.100.000.000 ;2;1;96;70;SHM - Sertifikat Hak Milik;2200;;;Unfurnished;1;;;;;;Bagus
sukolilo; 1.100.000.000 ;2;1;96;70;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
tambaksari; 1.100.000.000 ;2;1;96;96;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;Timur;Tidak;;PAM atau PDAM;Tidak;Bagus
wiyung; 1.100.000.000 ;3;1;96;96;SHM - Sertifikat Hak Milik;2200;;;Unfurnished;1;;;;;;Bagus
rungkut; 1.100.000.000 ;4;3;100;125;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Utara;Tidak;2 Mobil;PAM atau PDAM;Tidak;
wonocolo; 1.100.000.000 ;3;2;102;134;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
wonocolo; 1.100.000.000 ;2;2;102;90;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;1;;Ya;1 Mobil;PAM atau PDAM;Tidak;Bagus
wonocolo; 1.100.000.000 ;2;2;102;90;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
pakal; 1.100.000.000 ;3;1;105;95;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
pakal; 1.100.000.000 ;3;1;105;95;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;;Tidak;Unfurnished
pakal; 1.100.000.000 ;3;1;105;95;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
pakal; 1.100.000.000 ;3;1;105;95;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
pakal; 1.100.000.000 ;3;1;105;95;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;;PAM atau PDAM;Tidak;Bagus
rungkut; 1.100.000.000 ;2;1;105;90;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi
rungkut; 1.100.000.000 ;2;1;105;90;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi
pakal; 1.100.000.000 ;3;1;108;95;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;PAM atau PDAM;Tidak;Baru
sukomanunggal; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi
sukomanunggal; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi
sukomanunggal; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi
sukomanunggal; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi
sukomanunggal; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi
sukomanunggal; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi
sukomanunggal; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi
sukomanunggal; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi
benowo; 1.100.000.000 ;4;3;119;200;SHM - Sertifikat Hak Milik;;;;Unfurnished;2;Barat;;;;;Bagus Sekali
tambaksari; 1.100.000.000 ;3;2;119;70;SHM - Sertifikat Hak Milik;1300;;Ya;Unfurnished;1;Barat;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 1.100.000.000 ;3;1;119;100;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;Bagus
benowo; 1.100.000.000 ;3;2;120;120;HGB - Hak Guna Bangunan;1300;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
pakal; 1.100.000.000 ;3;1;120;60;SHM - Sertifikat Hak Milik;2200;;;Unfurnished;1;;;;;;Bagus
rungkut; 1.100.000.000 ;4;2;120;67;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Baru
tambaksari; 1.100.000.000 ;2;2;130;130;Lainnya (PPJB,Girik,Adat,dll);4400;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
tambaksari; 1.100.000.000 ;3;2;130;130;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;2 Mobil;PAM atau PDAM;Tidak;Bagus
tambaksari; 1.100.000.000 ;2;2;130;130;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 1.100.000.000 ;5;2;135;135;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus
rungkut; 1.100.000.000 ;5;2;135;135;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus
rungkut; 1.100.000.000 ;5;2;135;135;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus
rungkut; 1.100.000.000 ;5;2;135;135;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus
rungkut; 1.100.000.000 ;5;2;135;135;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Bagus
rungkut; 1.100.000.000 ;5;2;135;135;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;2 Mobil;PAM atau PDAM;Ya;
sambikerep; 1.100.000.000 ;3;3;135;300;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
sambikerep; 1.100.000.000 ;3;2;135;170;SHM - Sertifikat Hak Milik;1300;;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
tambaksari; 1.100.000.000 ;2;2;136;122;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Baru
tambaksari; 1.100.000.000 ;5;2;138;138;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 1.100.000.000 ;2;1;140;120;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;;Tidak;2 Mobil;;Tidak;Bagus
rungkut; 1.100.000.000 ;2;2;140;120;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;2 Mobil;;Tidak;Butuh Renovasi
benowo; 1.100.000.000 ;7;8;148;275;SHM - Sertifikat Hak Milik;;Ya;Tidak;Unfurnished;2;;Tidak;2 Mobil;PAM atau PDAM;Tidak;Bagus
wonokromo; 1.100.000.000 ;4;1;148;125;SHM - Sertifikat Hak Milik;1300;;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
wonokromo; 1.100.000.000 ;4;1;148;125;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Barat;Tidak;;PAM atau PDAM;Tidak;Bagus
rungkut; 1.100.000.000 ;3;1;150;100;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
benowo; 1.100.000.000 ;5;2;160;75;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
wonokromo; 1.100.000.000 ;4;2;161;150;SHM - Sertifikat Hak Milik;2200;;;Unfurnished;2;;;;;;Butuh Renovasi
kenjeran; 1.100.000.000 ;2;1;180;110;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;
pakal; 1.100.000.000 ;2;1;200;56;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Butuh Renovasi
rungkut; 1.100.000.000 ;3;2;200;150;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi
